,index,endTime,artistName,trackName,msPlayed,counts,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0,2020-06-30 10:13,Don Diablo,Bad,3349,20,1T4U8Q2DRfs6OUg8DEsRZf,0.791,0.738,0.0,-5.197,1.0,0.0732,0.406,0.00826,0.159,0.666,123.927,audio_features,1T4U8Q2DRfs6OUg8DEsRZf,spotify:track:1T4U8Q2DRfs6OUg8DEsRZf,https://api.spotify.com/v1/tracks/1T4U8Q2DRfs6OUg8DEsRZf,https://api.spotify.com/v1/audio-analysis/1T4U8Q2DRfs6OUg8DEsRZf,169911.0,4.0
1,5,2020-06-30 10:41,Vicetone,Astronomia,194816,23,3hWfKBt3n7j1xqIy6LA5ve,0.653,0.945,5.0,-2.634,1.0,0.096,0.00561,0.915,0.439,0.326,126.093,audio_features,3hWfKBt3n7j1xqIy6LA5ve,spotify:track:3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/tracks/3hWfKBt3n7j1xqIy6LA5ve,https://api.spotify.com/v1/audio-analysis/3hWfKBt3n7j1xqIy6LA5ve,198095.0,4.0
2,6,2020-06-30 14:56,Xxanaxx,Nie znajdziesz mnie (feat. TEN TYP MES),231765,9,3MpP7wlzhZRFNL3OelqBdK,0.656,0.66,10.0,-10.104,0.0,0.19,0.0444,0.0283,0.108,0.551,127.047,audio_features,3MpP7wlzhZRFNL3OelqBdK,spotify:track:3MpP7wlzhZRFNL3OelqBdK,https://api.spotify.com/v1/tracks/3MpP7wlzhZRFNL3OelqBdK,https://api.spotify.com/v1/audio-analysis/3MpP7wlzhZRFNL3OelqBdK,234336.0,4.0
3,11,2020-07-01 17:48,MEDUZA,Lose Control,144362,50,7CHi4DtfK4heMlQaudCuHK,0.598,0.526,10.0,-8.659,0.0,0.0415,0.129,0.0,0.14,0.529,123.935,audio_features,7CHi4DtfK4heMlQaudCuHK,spotify:track:7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/tracks/7CHi4DtfK4heMlQaudCuHK,https://api.spotify.com/v1/audio-analysis/7CHi4DtfK4heMlQaudCuHK,168387.0,4.0
4,13,2020-07-01 17:50,Ed Sheeran,Beautiful People (feat. Khalid),10112,9,4evmHXcjt3bTUHD1cvny97,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,audio_features,4evmHXcjt3bTUHD1cvny97,spotify:track:4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/tracks/4evmHXcjt3bTUHD1cvny97,https://api.spotify.com/v1/audio-analysis/4evmHXcjt3bTUHD1cvny97,197867.0,4.0
5,14,2020-07-01 17:52,Lil Dicky,$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),135552,62,1TkWsnheqK0gBtvh07BtNX,0.858,0.697,2.0,-5.361,1.0,0.23,0.114,0.0,0.224,0.364,98.013,audio_features,1TkWsnheqK0gBtvh07BtNX,spotify:track:1TkWsnheqK0gBtvh07BtNX,https://api.spotify.com/v1/tracks/1TkWsnheqK0gBtvh07BtNX,https://api.spotify.com/v1/audio-analysis/1TkWsnheqK0gBtvh07BtNX,290836.0,4.0
6,16,2020-07-01 17:57,Lil Nas X,Old Town Road - Remix,157066,8,2YpeDb67231RjR0MgVLzsG,0.878,0.619,6.0,-5.56,1.0,0.102,0.0533,0.0,0.113,0.639,136.041,audio_features,2YpeDb67231RjR0MgVLzsG,spotify:track:2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/tracks/2YpeDb67231RjR0MgVLzsG,https://api.spotify.com/v1/audio-analysis/2YpeDb67231RjR0MgVLzsG,157067.0,4.0
7,19,2020-07-01 18:00,The Chainsmokers,Call You Mine,896,17,2oejEp50ZzPuQTQ6v54Evp,0.585,0.696,4.0,-5.6,0.0,0.0307,0.204,0.0,0.344,0.522,104.01,audio_features,2oejEp50ZzPuQTQ6v54Evp,spotify:track:2oejEp50ZzPuQTQ6v54Evp,https://api.spotify.com/v1/tracks/2oejEp50ZzPuQTQ6v54Evp,https://api.spotify.com/v1/audio-analysis/2oejEp50ZzPuQTQ6v54Evp,217640.0,4.0
8,20,2020-07-01 18:00,Avicii,Without You (feat. Sandro Cavazza),65706,6,6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2.0,-4.844,1.0,0.0428,0.00163,0.0,0.0456,0.295,133.993,audio_features,6Pgkp4qUoTmJIPn7ReaGxL,spotify:track:6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/tracks/6Pgkp4qUoTmJIPn7ReaGxL,https://api.spotify.com/v1/audio-analysis/6Pgkp4qUoTmJIPn7ReaGxL,181673.0,4.0
9,21,2020-07-01 18:19,French Montana,Unforgettable,171935,8,3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6.0,-5.043,1.0,0.123,0.0293,0.0101,0.104,0.733,97.985,audio_features,3B54sVLJ402zGa6Xm4YGNe,spotify:track:3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/tracks/3B54sVLJ402zGa6Xm4YGNe,https://api.spotify.com/v1/audio-analysis/3B54sVLJ402zGa6Xm4YGNe,233902.0,4.0
10,24,2020-07-01 18:26,CALVO,Let Me Love You - DAZZ Remix,0,6,1h6Pww9RsC6gLMQA7zZop7,0.619,0.878,5.0,-5.478,1.0,0.0534,0.022,0.0,0.0628,0.389,123.987,audio_features,1h6Pww9RsC6gLMQA7zZop7,spotify:track:1h6Pww9RsC6gLMQA7zZop7,https://api.spotify.com/v1/tracks/1h6Pww9RsC6gLMQA7zZop7,https://api.spotify.com/v1/audio-analysis/1h6Pww9RsC6gLMQA7zZop7,160645.0,4.0
11,32,2020-07-01 18:30,R3HAB,Lullaby,3715,15,0DhkTGjEaIHaSxTfC14BFm,0.626,0.8,1.0,-3.988,0.0,0.035,0.0267,0.000138,0.0623,0.258,127.966,audio_features,0DhkTGjEaIHaSxTfC14BFm,spotify:track:0DhkTGjEaIHaSxTfC14BFm,https://api.spotify.com/v1/tracks/0DhkTGjEaIHaSxTfC14BFm,https://api.spotify.com/v1/audio-analysis/0DhkTGjEaIHaSxTfC14BFm,160184.0,4.0
12,37,2020-07-01 18:34,Clean Bandit,Symphony (feat. Zara Larsson),859,6,1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0.0,-4.581,0.0,0.0563,0.259,1.6e-05,0.138,0.457,122.863,audio_features,1x5sYLZiu9r5E43kMlt9f8,spotify:track:1x5sYLZiu9r5E43kMlt9f8,https://api.spotify.com/v1/tracks/1x5sYLZiu9r5E43kMlt9f8,https://api.spotify.com/v1/audio-analysis/1x5sYLZiu9r5E43kMlt9f8,212459.0,4.0
13,41,2020-07-01 18:37,Lady Gaga,Rain On Me (with Ariana Grande),182200,95,24ySl2hOPGCDcxBxFIqWBu,0.672,0.855,9.0,-3.764,1.0,0.0397,0.021,0.0,0.323,0.646,123.056,audio_features,24ySl2hOPGCDcxBxFIqWBu,spotify:track:24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/tracks/24ySl2hOPGCDcxBxFIqWBu,https://api.spotify.com/v1/audio-analysis/24ySl2hOPGCDcxBxFIqWBu,182200.0,4.0
14,44,2020-07-01 18:39,Ariana Grande,Into You,111014,47,63y6xWR4gXz7bnUGOk8iI6,0.623,0.734,9.0,-5.948,1.0,0.107,0.0162,1.75e-06,0.145,0.37,107.853,audio_features,63y6xWR4gXz7bnUGOk8iI6,spotify:track:63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/tracks/63y6xWR4gXz7bnUGOk8iI6,https://api.spotify.com/v1/audio-analysis/63y6xWR4gXz7bnUGOk8iI6,244453.0,4.0
15,48,2020-07-01 18:43,Zara Larsson,Never Forget You,196417,75,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,11.0,-5.728,0.0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,audio_features,6hmhG1b4LEyNuashVvuIAo,spotify:track:6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/tracks/6hmhG1b4LEyNuashVvuIAo,https://api.spotify.com/v1/audio-analysis/6hmhG1b4LEyNuashVvuIAo,213428.0,4.0
16,49,2020-07-02 06:47,Azealia Banks,212,34773,20,16EMONl2vH3rt9f4ehTG8g,0.846,0.772,11.0,-5.735,0.0,0.259,0.0123,0.000106,0.0769,0.622,125.998,audio_features,16EMONl2vH3rt9f4ehTG8g,spotify:track:16EMONl2vH3rt9f4ehTG8g,https://api.spotify.com/v1/tracks/16EMONl2vH3rt9f4ehTG8g,https://api.spotify.com/v1/audio-analysis/16EMONl2vH3rt9f4ehTG8g,204957.0,4.0
17,52,2020-07-02 07:38,Ariana Grande,no tears left to cry,76681,13,2qT1uLXPVPzGgFOx4jtEuo,0.699,0.713,9.0,-5.507,0.0,0.0594,0.04,3.11e-06,0.294,0.354,121.993,audio_features,2qT1uLXPVPzGgFOx4jtEuo,spotify:track:2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/tracks/2qT1uLXPVPzGgFOx4jtEuo,https://api.spotify.com/v1/audio-analysis/2qT1uLXPVPzGgFOx4jtEuo,205920.0,4.0
18,54,2020-07-02 08:19,Ariana Grande,"thank u, next",64009,8,3e9HZxeyfWwjeyPAMmWSSQ,0.717,0.653,1.0,-5.634,1.0,0.0658,0.229,0.0,0.101,0.412,106.966,audio_features,3e9HZxeyfWwjeyPAMmWSSQ,spotify:track:3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/tracks/3e9HZxeyfWwjeyPAMmWSSQ,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320.0,4.0
19,55,2020-07-02 08:37,Coldplay,Yellow - Live in Buenos Aires,350255,7,2s2Ld1Xm7t88gSVvohNbPL,0.322,0.873,4.0,-5.818,1.0,0.0639,0.000343,0.000698,0.362,0.144,91.033,audio_features,2s2Ld1Xm7t88gSVvohNbPL,spotify:track:2s2Ld1Xm7t88gSVvohNbPL,https://api.spotify.com/v1/tracks/2s2Ld1Xm7t88gSVvohNbPL,https://api.spotify.com/v1/audio-analysis/2s2Ld1Xm7t88gSVvohNbPL,350467.0,4.0
20,56,2020-07-02 09:03,Coldplay,Every Teardrop Is a Waterfall - Live in Buenos Aires,234810,50,4Q0yfgpERfkp59Pf2tdI4q,0.397,0.943,9.0,-5.619,1.0,0.0663,0.00406,0.0,0.981,0.325,118.005,audio_features,4Q0yfgpERfkp59Pf2tdI4q,spotify:track:4Q0yfgpERfkp59Pf2tdI4q,https://api.spotify.com/v1/tracks/4Q0yfgpERfkp59Pf2tdI4q,https://api.spotify.com/v1/audio-analysis/4Q0yfgpERfkp59Pf2tdI4q,244307.0,4.0
21,67,2020-07-02 09:53,Kelly Rowland,Commander,218106,23,31zeLcKH2x3UCMHT75Gk5C,0.395,0.876,11.0,-3.859,0.0,0.138,0.0173,8.46e-06,0.362,0.567,124.638,audio_features,31zeLcKH2x3UCMHT75Gk5C,spotify:track:31zeLcKH2x3UCMHT75Gk5C,https://api.spotify.com/v1/tracks/31zeLcKH2x3UCMHT75Gk5C,https://api.spotify.com/v1/audio-analysis/31zeLcKH2x3UCMHT75Gk5C,218107.0,4.0
22,72,2020-07-02 09:57,Don Diablo,Congratulations,21873,11,0JAttbSYaro6UZKb3TiAlK,0.82,0.8,5.0,-5.281,0.0,0.138,0.0858,3.49e-05,0.343,0.519,120.083,audio_features,0JAttbSYaro6UZKb3TiAlK,spotify:track:0JAttbSYaro6UZKb3TiAlK,https://api.spotify.com/v1/tracks/0JAttbSYaro6UZKb3TiAlK,https://api.spotify.com/v1/audio-analysis/0JAttbSYaro6UZKb3TiAlK,201500.0,4.0
23,73,2020-07-02 10:00,Bakermat,Games Continued (feat. Marie Plassard) - Radio Edit,8549,8,64dkTKKNLwbjBuU4xnS2ei,0.656,0.618,9.0,-6.608,1.0,0.0284,0.0357,0.000325,0.315,0.229,127.034,audio_features,64dkTKKNLwbjBuU4xnS2ei,spotify:track:64dkTKKNLwbjBuU4xnS2ei,https://api.spotify.com/v1/tracks/64dkTKKNLwbjBuU4xnS2ei,https://api.spotify.com/v1/audio-analysis/64dkTKKNLwbjBuU4xnS2ei,203707.0,4.0
24,74,2020-07-02 10:00,Mr. Belt & Wezol,Finally - Radio Edit,199488,54,3wsf9zrleaCd4lfFOHa7Mx,0.709,0.77,11.0,-5.883,0.0,0.0446,0.0166,0.0,0.335,0.772,125.027,audio_features,3wsf9zrleaCd4lfFOHa7Mx,spotify:track:3wsf9zrleaCd4lfFOHa7Mx,https://api.spotify.com/v1/tracks/3wsf9zrleaCd4lfFOHa7Mx,https://api.spotify.com/v1/audio-analysis/3wsf9zrleaCd4lfFOHa7Mx,199488.0,4.0
25,75,2020-07-02 10:03,Tough Love,Pony (Jump On It) - Radio Mix,135720,6,6kz0HP2iwvmiRrLoxXvboC,0.668,0.84,6.0,-5.951,0.0,0.0362,0.00999,0.0112,0.353,0.659,124.017,audio_features,6kz0HP2iwvmiRrLoxXvboC,spotify:track:6kz0HP2iwvmiRrLoxXvboC,https://api.spotify.com/v1/tracks/6kz0HP2iwvmiRrLoxXvboC,https://api.spotify.com/v1/audio-analysis/6kz0HP2iwvmiRrLoxXvboC,183753.0,4.0
26,78,2020-07-02 10:10,DJ Snake,"Made In France (with Tchami & Malaa, feat. Mercer)",204776,28,0E3L4BNuUlZyvcZyySTfKr,0.836,0.949,11.0,-4.127,0.0,0.0786,0.00295,0.247,0.0542,0.506,126.007,audio_features,0E3L4BNuUlZyvcZyySTfKr,spotify:track:0E3L4BNuUlZyvcZyySTfKr,https://api.spotify.com/v1/tracks/0E3L4BNuUlZyvcZyySTfKr,https://api.spotify.com/v1/audio-analysis/0E3L4BNuUlZyvcZyySTfKr,251429.0,4.0
27,79,2020-07-02 10:12,Sophie Francis,Roll Up,117864,23,6dbuwuqT18fFydxVWyRoQV,0.714,0.873,7.0,-5.363,1.0,0.162,0.00285,0.114,0.337,0.453,127.056,audio_features,6dbuwuqT18fFydxVWyRoQV,spotify:track:6dbuwuqT18fFydxVWyRoQV,https://api.spotify.com/v1/tracks/6dbuwuqT18fFydxVWyRoQV,https://api.spotify.com/v1/audio-analysis/6dbuwuqT18fFydxVWyRoQV,184000.0,4.0
28,80,2020-07-02 10:13,JAY-Z,Ni**as In Paris,79319,91,4Li2WHPkuyCdtmokzW2007,0.789,0.858,1.0,-5.542,1.0,0.311,0.127,0.0,0.349,0.775,140.022,audio_features,4Li2WHPkuyCdtmokzW2007,spotify:track:4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/tracks/4Li2WHPkuyCdtmokzW2007,https://api.spotify.com/v1/audio-analysis/4Li2WHPkuyCdtmokzW2007,219333.0,4.0
29,85,2020-07-02 13:42,Jonas Brothers,Sucker,18044,6,22vgEDb5hykfaTwLuskFGD,0.842,0.734,1.0,-5.065,0.0,0.0588,0.0427,0.0,0.106,0.952,137.958,audio_features,22vgEDb5hykfaTwLuskFGD,spotify:track:22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/tracks/22vgEDb5hykfaTwLuskFGD,https://api.spotify.com/v1/audio-analysis/22vgEDb5hykfaTwLuskFGD,181027.0,4.0
30,87,2020-07-02 13:49,Billie Eilish,bad guy,194087,19,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7.0,-10.965,1.0,0.375,0.328,0.13,0.1,0.562,135.128,audio_features,2Fxmhks0bxGSBdJ92vM42m,spotify:track:2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/tracks/2Fxmhks0bxGSBdJ92vM42m,https://api.spotify.com/v1/audio-analysis/2Fxmhks0bxGSBdJ92vM42m,194088.0,4.0
31,88,2020-07-02 13:49,Marshmello,Happier,835,8,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5.0,-2.749,1.0,0.0452,0.191,0.0,0.167,0.671,100.015,audio_features,2dpaYNEQHiRxtZbfNsse99,spotify:track:2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/tracks/2dpaYNEQHiRxtZbfNsse99,https://api.spotify.com/v1/audio-analysis/2dpaYNEQHiRxtZbfNsse99,214290.0,4.0
32,90,2020-07-02 13:49,Marshmello,Here With Me,975,6,5icOoE6VgqFKohjWWNp0Ac,0.791,0.565,5.0,-3.933,0.0,0.0439,0.0623,0.0,0.156,0.181,99.961,audio_features,5icOoE6VgqFKohjWWNp0Ac,spotify:track:5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,156347.0,4.0
33,93,2020-07-02 13:55,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),163804,11,7Feaw9WAEREY0DUOSXJLOM,0.661,0.723,5.0,-6.976,0.0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,audio_features,7Feaw9WAEREY0DUOSXJLOM,spotify:track:7Feaw9WAEREY0DUOSXJLOM,https://api.spotify.com/v1/tracks/7Feaw9WAEREY0DUOSXJLOM,https://api.spotify.com/v1/audio-analysis/7Feaw9WAEREY0DUOSXJLOM,163805.0,4.0
34,94,2020-07-02 13:59,Dua Lipa,New Rules,209320,8,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9.0,-6.021,0.0,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,audio_features,2ekn2ttSfGqwhhate0LSR0,spotify:track:2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/tracks/2ekn2ttSfGqwhhate0LSR0,https://api.spotify.com/v1/audio-analysis/2ekn2ttSfGqwhhate0LSR0,209320.0,4.0
35,95,2020-07-02 13:59,The Chainsmokers,Who Do You Love,928,7,2fVHrSxsQbJUuj9MW9zG1e,0.51,0.846,3.0,-4.595,1.0,0.0461,0.0101,0.0,0.208,0.475,139.927,audio_features,2fVHrSxsQbJUuj9MW9zG1e,spotify:track:2fVHrSxsQbJUuj9MW9zG1e,https://api.spotify.com/v1/tracks/2fVHrSxsQbJUuj9MW9zG1e,https://api.spotify.com/v1/audio-analysis/2fVHrSxsQbJUuj9MW9zG1e,226733.0,4.0
36,96,2020-07-02 13:59,Zedd,Stay,882,12,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,audio_features,6uBhi9gBXWjanegOb2Phh0,spotify:track:6uBhi9gBXWjanegOb2Phh0,https://api.spotify.com/v1/tracks/6uBhi9gBXWjanegOb2Phh0,https://api.spotify.com/v1/audio-analysis/6uBhi9gBXWjanegOb2Phh0,210091.0,4.0
37,101,2020-07-02 14:01,Selena Gomez,Wolves,5596,7,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11.0,-4.614,0.0,0.0448,0.124,0.0,0.204,0.306,124.987,audio_features,0tBbt8CrmxbjRP0pueQkyU,spotify:track:0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,197993.0,4.0
38,108,2020-07-02 14:12,Marshmello,FRIENDS,3111,7,08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,audio_features,08bNPGLD8AhKpnnERrAc6G,spotify:track:08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/tracks/08bNPGLD8AhKpnnERrAc6G,https://api.spotify.com/v1/audio-analysis/08bNPGLD8AhKpnnERrAc6G,202621.0,4.0
39,109,2020-07-02 14:16,The Weeknd,Starboy,230453,18,7MXVkk9YMctZqd1Srtv4MB,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,audio_features,7MXVkk9YMctZqd1Srtv4MB,spotify:track:7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,230453.0,4.0
40,111,2020-07-02 14:18,Shakira,Hips Don't Lie (feat. Wyclef Jean),136997,10,3ZFTkvIE7kyPt6Nu3PEa7V,0.778,0.824,10.0,-5.892,0.0,0.0707,0.284,0.0,0.405,0.758,100.024,audio_features,3ZFTkvIE7kyPt6Nu3PEa7V,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,218093.0,4.0
41,112,2020-07-02 14:22,The Pointer Sisters,I'm So Excited,224235,9,6o8zvk4UF8chcVMLHLvU1n,0.634,0.889,5.0,-4.997,0.0,0.0408,0.0123,1.88e-05,0.809,0.34,96.566,audio_features,6o8zvk4UF8chcVMLHLvU1n,spotify:track:6o8zvk4UF8chcVMLHLvU1n,https://api.spotify.com/v1/tracks/6o8zvk4UF8chcVMLHLvU1n,https://api.spotify.com/v1/audio-analysis/6o8zvk4UF8chcVMLHLvU1n,460653.0,4.0
42,113,2020-07-02 14:26,Gwen Stefani,The Sweet Escape,246466,14,66ZcOcouenzZEnzTJvoFmH,0.756,0.77,1.0,-3.502,1.0,0.0343,0.191,0.0,0.178,0.73,119.961,audio_features,66ZcOcouenzZEnzTJvoFmH,spotify:track:66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/tracks/66ZcOcouenzZEnzTJvoFmH,https://api.spotify.com/v1/audio-analysis/66ZcOcouenzZEnzTJvoFmH,246467.0,4.0
43,115,2020-07-02 14:31,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",10448,9,3zHq9ouUJQFQRf3cm1rRLu,0.262,0.606,8.0,-6.646,1.0,0.0484,0.247,0.0,0.125,0.275,189.857,audio_features,3zHq9ouUJQFQRf3cm1rRLu,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,252534.0,4.0
44,116,2020-07-02 14:31,Shawn Mendes,Stitches,116967,10,5jsw9uXEGuKyJzs0boZ1bT,0.752,0.754,1.0,-6.684,1.0,0.0615,0.0151,0.0,0.0486,0.755,149.789,audio_features,5jsw9uXEGuKyJzs0boZ1bT,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,https://api.spotify.com/v1/tracks/5jsw9uXEGuKyJzs0boZ1bT,https://api.spotify.com/v1/audio-analysis/5jsw9uXEGuKyJzs0boZ1bT,206880.0,4.0
45,118,2020-07-02 14:43,Whitney Houston,I Wanna Dance with Somebody (Who Loves Me),283747,80,2tUBqZG2AbRi7Q0BIrVrEj,0.709,0.824,1.0,-8.824,1.0,0.0453,0.207,0.000307,0.0888,0.867,118.818,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293.0,4.0
46,119,2020-07-02 14:51,MK,Piece of Me,188706,100,5xCKDXzh2JPFFcyHr39ROH,0.678,0.917,5.0,-2.318,0.0,0.0796,0.00721,0.0,0.269,0.7,121.962,audio_features,5xCKDXzh2JPFFcyHr39ROH,spotify:track:5xCKDXzh2JPFFcyHr39ROH,https://api.spotify.com/v1/tracks/5xCKDXzh2JPFFcyHr39ROH,https://api.spotify.com/v1/audio-analysis/5xCKDXzh2JPFFcyHr39ROH,187510.0,4.0
47,120,2020-07-02 14:51,Carnage,Toca,6398,24,4DICdyP6H1q4BpLYCqa1Bk,0.855,0.464,2.0,-5.458,1.0,0.162,0.00582,0.817,0.0446,0.185,127.998,audio_features,4DICdyP6H1q4BpLYCqa1Bk,spotify:track:4DICdyP6H1q4BpLYCqa1Bk,https://api.spotify.com/v1/tracks/4DICdyP6H1q4BpLYCqa1Bk,https://api.spotify.com/v1/audio-analysis/4DICdyP6H1q4BpLYCqa1Bk,223000.0,4.0
48,121,2020-07-02 14:53,Sia,"Thunderclouds (feat. Sia, Diplo, and Labrinth)",167648,52,4lJNen4SMTIJMahALc3DcB,0.69,0.714,7.0,-5.948,1.0,0.0338,0.0077,7.23e-05,0.191,0.489,112.009,audio_features,4lJNen4SMTIJMahALc3DcB,spotify:track:4lJNen4SMTIJMahALc3DcB,https://api.spotify.com/v1/tracks/4lJNen4SMTIJMahALc3DcB,https://api.spotify.com/v1/audio-analysis/4lJNen4SMTIJMahALc3DcB,187027.0,4.0
49,123,2020-07-03 08:09,Coldplay,De Música Ligera - Live in Buenos Aires,194652,11,1aQKPnGNa5vK7aA6lTm4JS,0.196,0.937,6.0,-5.813,1.0,0.138,0.00262,1.75e-06,0.397,0.0819,124.401,audio_features,1aQKPnGNa5vK7aA6lTm4JS,spotify:track:1aQKPnGNa5vK7aA6lTm4JS,https://api.spotify.com/v1/tracks/1aQKPnGNa5vK7aA6lTm4JS,https://api.spotify.com/v1/audio-analysis/1aQKPnGNa5vK7aA6lTm4JS,369307.0,4.0
50,124,2020-07-03 08:12,Post Malone,Hollywood's Bleeding,156102,55,7sWRlDoTDX8geTR8zzr2vt,0.405,0.646,4.0,-3.206,0.0,0.0476,0.331,0.0,0.103,0.17,130.218,audio_features,7sWRlDoTDX8geTR8zzr2vt,spotify:track:7sWRlDoTDX8geTR8zzr2vt,https://api.spotify.com/v1/tracks/7sWRlDoTDX8geTR8zzr2vt,https://api.spotify.com/v1/audio-analysis/7sWRlDoTDX8geTR8zzr2vt,156267.0,4.0
51,125,2020-07-03 08:14,Post Malone,Saint-Tropez,149943,43,05mDaV9Vb3wrzjF6OPZnhq,0.617,0.684,0.0,-3.618,1.0,0.0439,0.0545,0.0,0.104,0.295,132.113,audio_features,05mDaV9Vb3wrzjF6OPZnhq,spotify:track:05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/tracks/05mDaV9Vb3wrzjF6OPZnhq,https://api.spotify.com/v1/audio-analysis/05mDaV9Vb3wrzjF6OPZnhq,150867.0,4.0
52,126,2020-07-03 08:18,Post Malone,Enemies (feat. DaBaby),196681,33,0Xek5rqai2jcOWCYWJfVCF,0.542,0.674,6.0,-4.169,1.0,0.21,0.0588,0.0,0.0955,0.667,76.388,audio_features,0Xek5rqai2jcOWCYWJfVCF,spotify:track:0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/tracks/0Xek5rqai2jcOWCYWJfVCF,https://api.spotify.com/v1/audio-analysis/0Xek5rqai2jcOWCYWJfVCF,196760.0,4.0
53,127,2020-07-03 08:20,Post Malone,Allergic,156696,12,1YscJ7yVTlFxW3eF6pv5ba,0.665,0.741,0.0,-3.694,1.0,0.0787,0.154,3.02e-05,0.345,0.57,144.968,audio_features,1YscJ7yVTlFxW3eF6pv5ba,spotify:track:1YscJ7yVTlFxW3eF6pv5ba,https://api.spotify.com/v1/tracks/1YscJ7yVTlFxW3eF6pv5ba,https://api.spotify.com/v1/audio-analysis/1YscJ7yVTlFxW3eF6pv5ba,156893.0,4.0
