,index,endTime,artistName,trackName,msPlayed,counts,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
592,3005,2020-08-24 12:35,Joel Corry,Head & Heart (feat. MNEK),0,13,6cx06DFPPHchuUAcTxznu9,0.734,0.874,8.0,-3.158,1.0,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,audio_features,6cx06DFPPHchuUAcTxznu9,spotify:track:6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/tracks/6cx06DFPPHchuUAcTxznu9,https://api.spotify.com/v1/audio-analysis/6cx06DFPPHchuUAcTxznu9,166028.0,4.0
593,3017,2020-08-24 14:30,Post Malone,Staring At The Sun (feat. SZA),1045,18,5KE9b4x7Zj2A8XtbkqhqTe,0.724,0.772,6.0,-4.389,0.0,0.184,0.25,0.0,0.308,0.347,95.074,audio_features,5KE9b4x7Zj2A8XtbkqhqTe,spotify:track:5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/tracks/5KE9b4x7Zj2A8XtbkqhqTe,https://api.spotify.com/v1/audio-analysis/5KE9b4x7Zj2A8XtbkqhqTe,168280.0,4.0
594,3032,2020-08-25 06:27,JAY-Z,99 Problems,234440,16,7sLpSWxQazJzDVG6YGzlVs,0.494,0.887,6.0,-4.297,0.0,0.398,0.00661,0.0,0.103,0.548,89.554,audio_features,7sLpSWxQazJzDVG6YGzlVs,spotify:track:7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/tracks/7sLpSWxQazJzDVG6YGzlVs,https://api.spotify.com/v1/audio-analysis/7sLpSWxQazJzDVG6YGzlVs,234627.0,4.0
595,3033,2020-08-25 06:29,JAY-Z,Big Pimpin',130192,8,7m97yKVzPpXV9Z4ezEziOD,0.88,0.814,11.0,-6.307,0.0,0.14,0.168,0.00672,0.0584,0.942,138.083,audio_features,7m97yKVzPpXV9Z4ezEziOD,spotify:track:7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/tracks/7m97yKVzPpXV9Z4ezEziOD,https://api.spotify.com/v1/audio-analysis/7m97yKVzPpXV9Z4ezEziOD,283067.0,4.0
596,3035,2020-08-25 06:36,JAY-Z,Empire State Of Mind,276759,9,2igwFfvr1OAGX9SKDCPBwO,0.491,0.956,11.0,-1.538,1.0,0.392,0.0295,0.0,0.46,0.811,173.585,audio_features,2igwFfvr1OAGX9SKDCPBwO,spotify:track:2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/tracks/2igwFfvr1OAGX9SKDCPBwO,https://api.spotify.com/v1/audio-analysis/2igwFfvr1OAGX9SKDCPBwO,276920.0,4.0
597,3041,2020-08-25 06:56,The Carters,APESHIT,264582,6,0E6PsO3ymCfUh7pJQjBgkj,0.705,0.784,2.0,-6.477,1.0,0.271,0.0133,0.0,0.168,0.377,160.035,audio_features,0E6PsO3ymCfUh7pJQjBgkj,spotify:track:0E6PsO3ymCfUh7pJQjBgkj,https://api.spotify.com/v1/tracks/0E6PsO3ymCfUh7pJQjBgkj,https://api.spotify.com/v1/audio-analysis/0E6PsO3ymCfUh7pJQjBgkj,264853.0,4.0
598,3043,2020-08-25 07:18,JAY-Z,On To The Next One,78856,6,4ljDnzzqwnRIynr1g55um4,0.546,0.908,10.0,-1.655,0.0,0.417,0.215,9.47e-06,0.107,0.59,116.885,audio_features,4ljDnzzqwnRIynr1g55um4,spotify:track:4ljDnzzqwnRIynr1g55um4,https://api.spotify.com/v1/tracks/4ljDnzzqwnRIynr1g55um4,https://api.spotify.com/v1/audio-analysis/4ljDnzzqwnRIynr1g55um4,256133.0,5.0
599,3048,2020-08-25 09:25,Dominic Fike,3 Nights,64198,6,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7.0,-6.594,0.0,0.0897,0.223,0.0,0.104,0.877,151.891,audio_features,1tNJrcVe6gwLEiZCtprs1u,spotify:track:1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/tracks/1tNJrcVe6gwLEiZCtprs1u,https://api.spotify.com/v1/audio-analysis/1tNJrcVe6gwLEiZCtprs1u,177667.0,4.0
600,3091,2020-08-25 13:56,JAY-Z,Young Forever,103296,24,35srNkJVToAzYiZzron1FY,0.637,0.69,9.0,-3.214,0.0,0.0693,0.417,0.0,0.211,0.103,140.329,audio_features,35srNkJVToAzYiZzron1FY,spotify:track:35srNkJVToAzYiZzron1FY,https://api.spotify.com/v1/tracks/35srNkJVToAzYiZzron1FY,https://api.spotify.com/v1/audio-analysis/35srNkJVToAzYiZzron1FY,253907.0,4.0
601,3099,2020-08-25 16:08,Robin Schulz,Sugar (feat. Francesco Yates),70421,17,5tf1VVWniHgryyumXyJM7w,0.636,0.815,5.0,-5.098,0.0,0.0581,0.0185,0.0,0.163,0.636,123.063,audio_features,5tf1VVWniHgryyumXyJM7w,spotify:track:5tf1VVWniHgryyumXyJM7w,https://api.spotify.com/v1/tracks/5tf1VVWniHgryyumXyJM7w,https://api.spotify.com/v1/audio-analysis/5tf1VVWniHgryyumXyJM7w,219043.0,4.0
602,3103,2020-08-26 06:22,Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218185,6,1c478uMN61yF2JOXXEtsdw,0.578,0.946,11.0,-3.85,0.0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,audio_features,1c478uMN61yF2JOXXEtsdw,spotify:track:1c478uMN61yF2JOXXEtsdw,https://api.spotify.com/v1/tracks/1c478uMN61yF2JOXXEtsdw,https://api.spotify.com/v1/audio-analysis/1c478uMN61yF2JOXXEtsdw,218190.0,4.0
603,3128,2020-08-26 09:55,Starley,Call on Me - Remix,17920,7,2L6orAlH8tBhiFTumIfMyF,0.67,0.838,0.0,-4.031,1.0,0.0362,0.0604,0.000611,0.159,0.717,104.998,audio_features,2L6orAlH8tBhiFTumIfMyF,spotify:track:2L6orAlH8tBhiFTumIfMyF,https://api.spotify.com/v1/tracks/2L6orAlH8tBhiFTumIfMyF,https://api.spotify.com/v1/audio-analysis/2L6orAlH8tBhiFTumIfMyF,222041.0,4.0
604,3134,2020-08-26 10:10,BROHUG,Scorpion,183516,17,16JPttfcMicqR9OSrs9Sdx,0.665,0.862,7.0,-3.615,0.0,0.0484,0.0223,0.0899,0.0816,0.243,125.971,audio_features,16JPttfcMicqR9OSrs9Sdx,spotify:track:16JPttfcMicqR9OSrs9Sdx,https://api.spotify.com/v1/tracks/16JPttfcMicqR9OSrs9Sdx,https://api.spotify.com/v1/audio-analysis/16JPttfcMicqR9OSrs9Sdx,183516.0,4.0
605,3178,2020-08-26 17:16,Kanye West,Stronger,75093,26,4fzsfWzRhPawzqhX8Qt9F3,0.617,0.717,10.0,-7.858,0.0,0.153,0.00564,0.0,0.408,0.49,103.992,audio_features,4fzsfWzRhPawzqhX8Qt9F3,spotify:track:4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/tracks/4fzsfWzRhPawzqhX8Qt9F3,https://api.spotify.com/v1/audio-analysis/4fzsfWzRhPawzqhX8Qt9F3,311867.0,4.0
606,3183,2020-08-27 07:27,Jason Derulo,Take You Dancing,189940,20,59qrUpoplZxbIZxk6X0Bm3,0.789,0.711,2.0,-4.248,1.0,0.041,0.0332,0.0,0.0876,0.753,112.985,audio_features,59qrUpoplZxbIZxk6X0Bm3,spotify:track:59qrUpoplZxbIZxk6X0Bm3,https://api.spotify.com/v1/tracks/59qrUpoplZxbIZxk6X0Bm3,https://api.spotify.com/v1/audio-analysis/59qrUpoplZxbIZxk6X0Bm3,190306.0,4.0
607,3190,2020-08-27 10:10,Beyoncé,Can You Feel the Love Tonight,1471,13,1zSKtBze2IReYU44W0lDzd,0.337,0.331,5.0,-10.16,1.0,0.0385,0.657,0.0,0.085,0.35,103.203,audio_features,1zSKtBze2IReYU44W0lDzd,spotify:track:1zSKtBze2IReYU44W0lDzd,https://api.spotify.com/v1/tracks/1zSKtBze2IReYU44W0lDzd,https://api.spotify.com/v1/audio-analysis/1zSKtBze2IReYU44W0lDzd,182613.0,5.0
608,3193,2020-08-27 12:28,Phil Collins,Against All Odds (Take a Look at Me Now) - 2016 Remaster,172736,12,63CHa6rmamv9OsehkRD8oz,0.58,0.498,1.0,-6.901,1.0,0.0277,0.198,0.0,0.132,0.111,116.271,audio_features,63CHa6rmamv9OsehkRD8oz,spotify:track:63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/tracks/63CHa6rmamv9OsehkRD8oz,https://api.spotify.com/v1/audio-analysis/63CHa6rmamv9OsehkRD8oz,206360.0,4.0
609,3197,2020-08-27 12:35,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,80062,8,023OVLNzXhX0j7CxswUt6D,0.78,0.68,4.0,-6.081,1.0,0.0305,0.141,1.2e-05,0.138,0.594,118.026,audio_features,023OVLNzXhX0j7CxswUt6D,spotify:track:023OVLNzXhX0j7CxswUt6D,https://api.spotify.com/v1/tracks/023OVLNzXhX0j7CxswUt6D,https://api.spotify.com/v1/audio-analysis/023OVLNzXhX0j7CxswUt6D,180560.0,4.0
610,3210,2020-08-27 12:56,Philip George,Wish You Were Mine - Radio Edit,136068,7,412luShbmlgqqgYFStIB1s,0.654,0.832,7.0,-4.164,0.0,0.0293,0.0126,0.0901,0.102,0.407,123.002,audio_features,412luShbmlgqqgYFStIB1s,spotify:track:412luShbmlgqqgYFStIB1s,https://api.spotify.com/v1/tracks/412luShbmlgqqgYFStIB1s,https://api.spotify.com/v1/audio-analysis/412luShbmlgqqgYFStIB1s,177561.0,4.0
611,3217,2020-08-28 07:04,Martin Jensen,Nobody,206137,9,2qfEcCkEo5NscA9GL7ER72,0.673,0.687,6.0,-5.295,0.0,0.0623,0.269,0.0,0.181,0.524,96.964,audio_features,2qfEcCkEo5NscA9GL7ER72,spotify:track:2qfEcCkEo5NscA9GL7ER72,https://api.spotify.com/v1/tracks/2qfEcCkEo5NscA9GL7ER72,https://api.spotify.com/v1/audio-analysis/2qfEcCkEo5NscA9GL7ER72,211040.0,4.0
612,3218,2020-08-28 10:03,Ten Typ Mes,Ten zwykły we mnie,212704,8,2P2H6ldeTzmsk4ZoMhltCe,0.609,0.413,6.0,-10.512,0.0,0.247,0.125,0.0,0.0877,0.451,88.642,audio_features,2P2H6ldeTzmsk4ZoMhltCe,spotify:track:2P2H6ldeTzmsk4ZoMhltCe,https://api.spotify.com/v1/tracks/2P2H6ldeTzmsk4ZoMhltCe,https://api.spotify.com/v1/audio-analysis/2P2H6ldeTzmsk4ZoMhltCe,212827.0,4.0
613,3242,2020-08-28 14:16,Khalid,Know Your Worth,15997,8,0TrPqhAMoaKUFLR7iYDokf,0.79,0.694,9.0,-7.726,0.0,0.0708,0.145,0.00252,0.281,0.508,103.007,audio_features,0TrPqhAMoaKUFLR7iYDokf,spotify:track:0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/tracks/0TrPqhAMoaKUFLR7iYDokf,https://api.spotify.com/v1/audio-analysis/0TrPqhAMoaKUFLR7iYDokf,181436.0,4.0
614,3246,2020-08-28 14:30,Jason Derulo,Whatcha Say,221253,13,67T6l4q3zVjC5nZZPXByU8,0.615,0.711,11.0,-5.507,1.0,0.0779,0.0444,0.0,0.145,0.711,144.036,audio_features,67T6l4q3zVjC5nZZPXByU8,spotify:track:67T6l4q3zVjC5nZZPXByU8,https://api.spotify.com/v1/tracks/67T6l4q3zVjC5nZZPXByU8,https://api.spotify.com/v1/audio-analysis/67T6l4q3zVjC5nZZPXByU8,221253.0,4.0
615,3252,2020-08-28 14:41,Corona,The Rhythm of the Night,264280,11,5IPJsGFKtxKDPCkT8lhEjN,0.688,0.782,5.0,-12.291,0.0,0.034,0.000235,0.666,0.0955,0.77,127.822,audio_features,5IPJsGFKtxKDPCkT8lhEjN,spotify:track:5IPJsGFKtxKDPCkT8lhEjN,https://api.spotify.com/v1/tracks/5IPJsGFKtxKDPCkT8lhEjN,https://api.spotify.com/v1/audio-analysis/5IPJsGFKtxKDPCkT8lhEjN,264307.0,4.0
616,3253,2020-08-28 14:44,Gwen Stefani,Hollaback Girl,199853,16,0LzrhCZFXW94Y8nwtTuRlw,0.926,0.916,10.0,-2.221,0.0,0.0929,0.35,6.17e-06,0.0234,0.904,110.007,audio_features,0LzrhCZFXW94Y8nwtTuRlw,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/tracks/0LzrhCZFXW94Y8nwtTuRlw,https://api.spotify.com/v1/audio-analysis/0LzrhCZFXW94Y8nwtTuRlw,199853.0,4.0
617,3254,2020-08-28 17:00,Ciara,"One, Two Step (feat. Missy Elliott)",124769,7,7uKcScNXuO3MWw6LowBjW1,0.944,0.511,5.0,-10.96,0.0,0.161,0.042,0.00107,0.0379,0.842,113.046,audio_features,7uKcScNXuO3MWw6LowBjW1,spotify:track:7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/tracks/7uKcScNXuO3MWw6LowBjW1,https://api.spotify.com/v1/audio-analysis/7uKcScNXuO3MWw6LowBjW1,203787.0,4.0
618,3303,2020-08-28 19:10,LMFAO,Sexy And I Know It,0,14,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7.0,-4.225,1.0,0.316,0.1,0.0,0.191,0.795,130.021,audio_features,0obBFrPYkSoBJbvHfUIhkv,spotify:track:0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/tracks/0obBFrPYkSoBJbvHfUIhkv,https://api.spotify.com/v1/audio-analysis/0obBFrPYkSoBJbvHfUIhkv,199480.0,4.0
619,3326,2020-08-28 20:24,Shania Twain,That Don't Impress Me Much,238706,18,4I7DV3MIgxJGlObiy9s6nx,0.743,0.873,10.0,-4.943,0.0,0.0507,0.14,0.0,0.142,0.965,125.005,audio_features,4I7DV3MIgxJGlObiy9s6nx,spotify:track:4I7DV3MIgxJGlObiy9s6nx,https://api.spotify.com/v1/tracks/4I7DV3MIgxJGlObiy9s6nx,https://api.spotify.com/v1/audio-analysis/4I7DV3MIgxJGlObiy9s6nx,238707.0,5.0
620,3328,2020-08-28 20:30,B2K,"Bump, Bump, Bump (feat. P. Diddy)",245202,6,74jMwg2zsFMICzW3Wems6h,0.833,0.681,1.0,-6.028,0.0,0.215,0.0956,0.0,0.0414,0.887,95.48,audio_features,74jMwg2zsFMICzW3Wems6h,spotify:track:74jMwg2zsFMICzW3Wems6h,https://api.spotify.com/v1/tracks/74jMwg2zsFMICzW3Wems6h,https://api.spotify.com/v1/audio-analysis/74jMwg2zsFMICzW3Wems6h,282533.0,4.0
621,3330,2020-08-28 20:36,Robbie Williams,Rock DJ,260560,12,7oQSevUCbYs4QawXTHQVV1,0.712,0.762,7.0,-4.307,1.0,0.0326,0.026,0.0,0.0981,0.842,103.032,audio_features,7oQSevUCbYs4QawXTHQVV1,spotify:track:7oQSevUCbYs4QawXTHQVV1,https://api.spotify.com/v1/tracks/7oQSevUCbYs4QawXTHQVV1,https://api.spotify.com/v1/audio-analysis/7oQSevUCbYs4QawXTHQVV1,260560.0,4.0
622,3331,2020-08-28 20:39,Junior Senior,Move Your Feet,181826,12,4jacsL77ZYnpInmTtUBaJW,0.755,0.895,9.0,-2.619,1.0,0.0883,0.0507,0.0737,0.222,0.844,118.871,audio_features,4jacsL77ZYnpInmTtUBaJW,spotify:track:4jacsL77ZYnpInmTtUBaJW,https://api.spotify.com/v1/tracks/4jacsL77ZYnpInmTtUBaJW,https://api.spotify.com/v1/audio-analysis/4jacsL77ZYnpInmTtUBaJW,181907.0,4.0
623,3334,2020-08-28 20:49,Outkast,Hey Ya!,230458,9,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4.0,-2.261,0.0,0.0664,0.103,0.000532,0.174,0.965,79.526,audio_features,2PpruBYCo4H7WOBJ7Q2EwM,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,235213.0,4.0
624,3347,2020-08-28 21:30,DNCE,Cake By The Ocean,157918,21,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4.0,-5.446,0.0,0.0517,0.152,0.0,0.0371,0.896,119.002,audio_features,76hfruVvmfQbw0eYn1nmeC,spotify:track:76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/tracks/76hfruVvmfQbw0eYn1nmeC,https://api.spotify.com/v1/audio-analysis/76hfruVvmfQbw0eYn1nmeC,219147.0,4.0
625,3444,2020-08-29 15:44,Britney Spears,...Baby One More Time,305806,7,3MjUtNVVq3C8Fn0MP3zhXa,0.759,0.699,0.0,-5.745,0.0,0.0307,0.202,0.000131,0.443,0.907,92.96,audio_features,3MjUtNVVq3C8Fn0MP3zhXa,spotify:track:3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/tracks/3MjUtNVVq3C8Fn0MP3zhXa,https://api.spotify.com/v1/audio-analysis/3MjUtNVVq3C8Fn0MP3zhXa,211067.0,4.0
626,3475,2020-08-29 17:34,Kygo,What's Love Got to Do with It,208156,6,3Be7CLdHZpyzsVijme39cW,0.75,0.664,8.0,-5.908,0.0,0.154,0.275,0.0,0.0632,0.617,105.023,audio_features,3Be7CLdHZpyzsVijme39cW,spotify:track:3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/tracks/3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/audio-analysis/3Be7CLdHZpyzsVijme39cW,208156.0,4.0
627,3480,2020-08-29 17:48,Kalimero,Wódka sex - Original Mix,292477,6,5lf9qDLyo7VdkumdBS7x6O,0.733,0.909,0.0,-8.643,1.0,0.124,0.00716,0.0561,0.215,0.578,139.971,audio_features,5lf9qDLyo7VdkumdBS7x6O,spotify:track:5lf9qDLyo7VdkumdBS7x6O,https://api.spotify.com/v1/tracks/5lf9qDLyo7VdkumdBS7x6O,https://api.spotify.com/v1/audio-analysis/5lf9qDLyo7VdkumdBS7x6O,292477.0,4.0
628,3502,2020-08-30 09:19,blink-182,All The Small Things,167066,10,2m1hi0nfMR9vdGC8UcrnwU,0.434,0.897,0.0,-4.918,1.0,0.0488,0.0103,0.0,0.612,0.684,148.726,audio_features,2m1hi0nfMR9vdGC8UcrnwU,spotify:track:2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/tracks/2m1hi0nfMR9vdGC8UcrnwU,https://api.spotify.com/v1/audio-analysis/2m1hi0nfMR9vdGC8UcrnwU,167067.0,4.0
629,3508,2020-08-30 09:36,Christina Aguilera,Dirrty (feat. Redman),6037,10,59ZTxQo8rBycIXPLUIKvE2,0.64,0.889,2.0,-3.073,1.0,0.322,0.107,0.0,0.339,0.436,99.931,audio_features,59ZTxQo8rBycIXPLUIKvE2,spotify:track:59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/tracks/59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/audio-analysis/59ZTxQo8rBycIXPLUIKvE2,298853.0,4.0
630,3519,2020-08-30 09:49,TLC,No Scrubs,184644,7,1KGi9sZVMeszgZOWivFpxs,0.743,0.675,8.0,-4.267,0.0,0.0953,0.0251,0.000717,0.0685,0.59,92.909,audio_features,1KGi9sZVMeszgZOWivFpxs,spotify:track:1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/tracks/1KGi9sZVMeszgZOWivFpxs,https://api.spotify.com/v1/audio-analysis/1KGi9sZVMeszgZOWivFpxs,214400.0,4.0
631,3538,2020-08-30 12:10,Scouting For Girls,She's So Lovely,1996,13,7EBt4nrQflTtyqbrSWvK5E,0.494,0.859,0.0,-3.335,1.0,0.0669,0.0673,0.0,0.0468,0.634,167.125,audio_features,7EBt4nrQflTtyqbrSWvK5E,spotify:track:7EBt4nrQflTtyqbrSWvK5E,https://api.spotify.com/v1/tracks/7EBt4nrQflTtyqbrSWvK5E,https://api.spotify.com/v1/audio-analysis/7EBt4nrQflTtyqbrSWvK5E,223813.0,4.0
632,3546,2020-08-30 15:07,Shania Twain,Man! I Feel Like A Woman!,233693,10,6sxptembJVty4sNtcPMAVz,0.657,0.639,10.0,-7.527,1.0,0.0412,0.581,0.0,0.278,0.674,124.882,audio_features,6sxptembJVty4sNtcPMAVz,spotify:track:6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/tracks/6sxptembJVty4sNtcPMAVz,https://api.spotify.com/v1/audio-analysis/6sxptembJVty4sNtcPMAVz,234493.0,4.0
633,3601,2020-09-03 12:35,Backstreet Boys,Larger Than Life,13769,7,6sbXGUn9V9ZaLwLdOfpKRE,0.661,0.973,0.0,-2.994,0.0,0.037,0.11,1.74e-05,0.617,0.75,108.037,audio_features,6sbXGUn9V9ZaLwLdOfpKRE,spotify:track:6sbXGUn9V9ZaLwLdOfpKRE,https://api.spotify.com/v1/tracks/6sbXGUn9V9ZaLwLdOfpKRE,https://api.spotify.com/v1/audio-analysis/6sbXGUn9V9ZaLwLdOfpKRE,232827.0,4.0
634,3613,2020-09-03 16:26,Dawid Podsiadło,Małomiasteczkowy,203668,8,77vLpSAMNzeYL4EBeZxWqI,0.573,0.833,6.0,-8.18,0.0,0.0469,0.0131,0.000126,0.791,0.451,167.977,audio_features,77vLpSAMNzeYL4EBeZxWqI,spotify:track:77vLpSAMNzeYL4EBeZxWqI,https://api.spotify.com/v1/tracks/77vLpSAMNzeYL4EBeZxWqI,https://api.spotify.com/v1/audio-analysis/77vLpSAMNzeYL4EBeZxWqI,203253.0,4.0
635,3638,2020-09-04 10:33,Queen,Bohemian Rhapsody - Remastered 2011,183829,24,7tFiyTwD0nx5a1eklYtX2J,0.392,0.402,0.0,-9.961,0.0,0.0536,0.288,0.0,0.243,0.228,143.883,audio_features,7tFiyTwD0nx5a1eklYtX2J,spotify:track:7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/tracks/7tFiyTwD0nx5a1eklYtX2J,https://api.spotify.com/v1/audio-analysis/7tFiyTwD0nx5a1eklYtX2J,354320.0,4.0
636,3681,2020-09-05 08:57,Oliver Heldens,Koala - Radio Edit,576,22,2LsKvF1f5PVm18UZgQrwml,0.63,0.901,3.0,-2.612,0.0,0.101,0.0467,0.000239,0.517,0.567,127.96,audio_features,2LsKvF1f5PVm18UZgQrwml,spotify:track:2LsKvF1f5PVm18UZgQrwml,https://api.spotify.com/v1/tracks/2LsKvF1f5PVm18UZgQrwml,https://api.spotify.com/v1/audio-analysis/2LsKvF1f5PVm18UZgQrwml,195690.0,4.0
637,3686,2020-09-05 08:58,FISHER,Losing It - Radio Edit,1301,12,2KXwJZv1pRQFQ95Kj60jBN,0.729,0.965,2.0,-5.711,1.0,0.0624,0.00176,0.66,0.0973,0.744,125.021,audio_features,2KXwJZv1pRQFQ95Kj60jBN,spotify:track:2KXwJZv1pRQFQ95Kj60jBN,https://api.spotify.com/v1/tracks/2KXwJZv1pRQFQ95Kj60jBN,https://api.spotify.com/v1/audio-analysis/2KXwJZv1pRQFQ95Kj60jBN,163248.0,4.0
638,3689,2020-09-05 09:00,Dimitri Vegas & Like Mike,Instagram,0,8,0U6bQIAh6MCGo1xjbIIx2S,0.765,0.906,8.0,-2.097,0.0,0.0965,0.125,0.0,0.423,0.95,96.071,audio_features,0U6bQIAh6MCGo1xjbIIx2S,spotify:track:0U6bQIAh6MCGo1xjbIIx2S,https://api.spotify.com/v1/tracks/0U6bQIAh6MCGo1xjbIIx2S,https://api.spotify.com/v1/audio-analysis/0U6bQIAh6MCGo1xjbIIx2S,184558.0,4.0
639,3693,2020-09-05 09:01,CALVO,Need U,3584,7,2KGxw2lIfnrxeMkanDRwEq,0.591,0.951,3.0,-4.322,0.0,0.0425,0.0135,0.0872,0.0684,0.568,125.016,audio_features,2KGxw2lIfnrxeMkanDRwEq,spotify:track:2KGxw2lIfnrxeMkanDRwEq,https://api.spotify.com/v1/tracks/2KGxw2lIfnrxeMkanDRwEq,https://api.spotify.com/v1/audio-analysis/2KGxw2lIfnrxeMkanDRwEq,188160.0,4.0
640,3695,2020-09-05 09:03,Fedde Le Grand,Let Me Think About It (Celebration Mix),105471,21,2HnbQUKe1joI2tSFuUhqZs,0.741,0.914,5.0,-2.622,1.0,0.0391,0.00129,0.00174,0.166,0.712,128.948,audio_features,2HnbQUKe1joI2tSFuUhqZs,spotify:track:2HnbQUKe1joI2tSFuUhqZs,https://api.spotify.com/v1/tracks/2HnbQUKe1joI2tSFuUhqZs,https://api.spotify.com/v1/audio-analysis/2HnbQUKe1joI2tSFuUhqZs,152581.0,4.0
641,3696,2020-09-05 09:04,The Magician,SHY (feat. Brayton Bowman),0,9,2mw5S1dAoQQVaPzzw3L4GP,0.601,0.802,1.0,-3.882,1.0,0.0511,0.00995,0.00392,0.131,0.6,122.979,audio_features,2mw5S1dAoQQVaPzzw3L4GP,spotify:track:2mw5S1dAoQQVaPzzw3L4GP,https://api.spotify.com/v1/tracks/2mw5S1dAoQQVaPzzw3L4GP,https://api.spotify.com/v1/audio-analysis/2mw5S1dAoQQVaPzzw3L4GP,204685.0,4.0
642,3698,2020-09-05 09:04,Tujamo,With U (feat. Karen Harding),0,12,0RlRoQwro0aIKMJct9TKTW,0.785,0.865,8.0,-4.064,1.0,0.0307,0.0793,0.00103,0.0469,0.673,122.017,audio_features,0RlRoQwro0aIKMJct9TKTW,spotify:track:0RlRoQwro0aIKMJct9TKTW,https://api.spotify.com/v1/tracks/0RlRoQwro0aIKMJct9TKTW,https://api.spotify.com/v1/audio-analysis/0RlRoQwro0aIKMJct9TKTW,184555.0,4.0
643,3701,2020-09-05 09:04,Galantis,Runaway (U & I),0,8,46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,1.0,-4.119,1.0,0.0469,0.00711,0.00193,0.0856,0.383,126.008,audio_features,46lFttIf5hnUZMGvjK0Wxo,spotify:track:46lFttIf5hnUZMGvjK0Wxo,https://api.spotify.com/v1/tracks/46lFttIf5hnUZMGvjK0Wxo,https://api.spotify.com/v1/audio-analysis/46lFttIf5hnUZMGvjK0Wxo,227074.0,4.0
644,3706,2020-09-05 09:16,Coldplay,The Scientist - Live in Buenos Aires,44736,9,1aZhbOdRqshLS6uPjiO8Y4,0.294,0.652,5.0,-7.314,1.0,0.0336,0.105,0.00196,0.378,0.167,75.335,audio_features,1aZhbOdRqshLS6uPjiO8Y4,spotify:track:1aZhbOdRqshLS6uPjiO8Y4,https://api.spotify.com/v1/tracks/1aZhbOdRqshLS6uPjiO8Y4,https://api.spotify.com/v1/audio-analysis/1aZhbOdRqshLS6uPjiO8Y4,388600.0,4.0
645,3707,2020-09-05 09:19,Coldplay,Clocks - Live in Buenos Aires,164629,8,4cHZ7W5R81upaIGZfqWxbB,0.448,0.907,5.0,-5.253,0.0,0.0531,0.065,0.0125,0.391,0.23,130.898,audio_features,4cHZ7W5R81upaIGZfqWxbB,spotify:track:4cHZ7W5R81upaIGZfqWxbB,https://api.spotify.com/v1/tracks/4cHZ7W5R81upaIGZfqWxbB,https://api.spotify.com/v1/audio-analysis/4cHZ7W5R81upaIGZfqWxbB,260200.0,4.0
646,3709,2020-09-05 09:23,Coldplay,Viva La Vida - Live in Buenos Aires,251066,10,4Y9lVjRD82aJOQ2v13UIoF,0.428,0.948,5.0,-4.655,0.0,0.0934,0.00537,1.29e-06,0.371,0.219,138.015,audio_features,4Y9lVjRD82aJOQ2v13UIoF,spotify:track:4Y9lVjRD82aJOQ2v13UIoF,https://api.spotify.com/v1/tracks/4Y9lVjRD82aJOQ2v13UIoF,https://api.spotify.com/v1/audio-analysis/4Y9lVjRD82aJOQ2v13UIoF,251067.0,4.0
